Company,60B,59B,58B,57B,56B,55B,54B,53B,52B,51B,50B,49B,48B,47B,46B,45B,44B,43B,42B,41B,40B,39B,38B,37B,36B,35B,34B,33B,32B,31B,30B,29B,28B,27B,26B,25B,24B,23B,22B,21B,20B,19B,18B,17B,16B,15B,14B,13B,12B,11B,10B,9B,8B,7B,6B,5B,4B,3B,2B,1B,PDUFA,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,59A,60A
TGTX,,,,,,,,,,,,,,,,,,,,1287400,1993400,1667900,18070000,4596100,3300500,11262700,4419700,2841500,3751900,2116100,1532700,837700,543100,1038200,1352000,877500,885400,2030200,1781200,2363700,1246000,1656600,1227700,1055300,3290900,1607600,1810800,1614100,912900,1648400,1384800,925900,1813700,1647600,1375900,1190900,1152400,1049000,943900,1126500,3924600,2839000,1876000,1468000,879500,1388400,1589400,1591600,1126800,1000100,1294600,1610300,864400,1075300,1201600,930000,1285200,1532900,1843400,2138700,1334700,1626400,1088300,1585900,1163700,1175400,1063200,846600,836400,3638000,2036100,1316800,1663900,1392400,1085000,1048600,1062300,3299000,1422100,1406500,,,,,,,,,,,,,,,,,,,,,
GTHX,,,,,,,,,,,,,,,,,,,,1238700,1138200,1521100,1219500,1640400,1194700,1090000,902800,362900,1109700,1143500,433600,590200,795000,928900,1659100,1307400,1287400,1208000,1105000,1059500,1214400,837100,1407300,840200,1004900,1074900,976900,808400,1939200,1318700,1767100,2114900,2927200,1111200,1402000,1527400,2329900,1090900,1344600,1342200,2264200,10272100,2962800,1826300,1878900,1620400,1909500,1294500,3181900,1904800,1425400,2273900,2174700,1984100,1893700,1602800,1617500,967500,1495400,591200,1550400,1048200,588000,583100,910400,738800,1483200,1179700,1549900,1239200,574600,2682000,1170900,739900,1850700,2175200,1147000,822900,745700,745800,,,,,,,,,,,,,,,,,,,,,
SRPT,,,,,,,,,,,,,,,,,,,,,546600,492300,517000,720700,1073900,1588300,906600,4745700,22807600,13516600,6314800,4971600,3998200,3397000,3496900,2923000,1674100,1445700,2383600,1612100,1753200,1913200,1441300,1125400,1297500,1147400,1210900,908300,1155600,1069200,1148200,1082100,795300,838800,1196700,989900,1962100,1314700,1551000,983200,3120800,1567300,1354300,1820600,1257500,1520500,1777300,1016000,836700,824600,670300,482100,829700,964700,522600,847200,2152900,1130300,1431400,1357300,1035800,952200,1020500,1528400,1230700,994100,662900,666000,745100,819500,781600,1151600,1104900,1238500,717400,670400,711200,651500,499300,834400,784400,,,,,,,,,,,,,,,,,,,,
BBIO,,,,,,,,,,,,,,,,,,,,463500,664400,415700,436400,992700,727100,565800,787200,600800,578100,511800,1052400,847600,435500,510000,627100,446000,587500,2424700,4700800,3013000,1400500,1332700,1177100,1227900,973000,591000,1509300,1578500,726900,953900,446100,1722500,874500,847600,897200,1050300,644600,1150900,1081400,2175800,3058000,1166000,829600,1103000,1028900,865900,876700,1113900,1215100,777500,346300,461300,841000,709500,579800,2232700,994900,813700,629900,372400,851500,672400,772100,554800,782700,403200,645300,786100,347100,1544500,546900,998100,1362800,814500,510900,685300,397500,376300,426100,651400,370500,,,,,,,,,,,,,,,,,,,,
ZVRA,,,,,,,,,,,,,,,,,,,,,,18100,23100,54500,139300,2045100,0,1273200,3077800,881700,624400,768100,1098000,688200,525400,7982000,13238000,5607400,2181400,2204700,1467400,1398300,3451500,5336500,2647100,6217300,2744600,3439100,2532200,2210800,4196000,2475400,2183500,2116800,2934200,2394000,1847400,2577000,3057700,6229200,8791900,59212000,10114000,5230200,3775000,3225200,6210400,3344000,4157900,18820900,13968800,5018800,2633100,4076700,1990900,1952600,3131000,1402000,791200,1373100,663600,1635400,793500,930700,658800,1302500,1003300,2453700,2344400,785100,1661300,983900,763100,1274300,1111200,1137000,688700,673600,537400,699700,468000,688100,504300,,,,,,,,,,,,,,,,,,
KNSA,,,,,,,,,,,,,,,,,,,,593600,302200,360700,320600,367300,422800,369600,190600,253300,307700,290300,347500,316900,217500,295400,348600,185600,258000,227300,412900,359700,663800,344200,393000,584000,498900,304200,402200,422100,648300,455600,691100,697000,378100,275700,322600,649100,512500,536500,398500,716400,2682700,3376400,1055000,759300,895600,952100,491300,834600,488100,463600,561600,526300,323800,492000,499400,425600,720600,467000,522800,571900,843600,329000,468700,248600,352000,341100,317400,308200,237900,216500,242200,180000,315900,345300,285300,335000,346300,437700,239000,483900,474800,,,,,,,,,,,,,,,,,,,,
ZLDPF,,,,,,,,,,,,,,,,,,,,100,100,0,0,0,100,0,0,0,0,0,300,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,200,100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BLUE,,,,,,,,,,,,,,,,,,2414970,1744102,3486661,1894797,1888158,1418936,2113118,1212658,1301901,1499224,1582909,1161242,1147038,1229487,1191350,27885103,10524830,6882380,6941824,3938590,6923296,5475333,12862910,9106512,4708582,4610384,2503905,2779200,2637770,1601900,3478014,9561992,3608946,1780232,2667878,2626190,2929122,1706892,2067107,2320632,2747702,2267055,3004161,2643019,8501110,5850525,3363604,1912553,2306736,2509463,1713222,1759697,1905914,1769887,1794128,2444924,1696084,3786351,1768343,1527325,1855270,1354860,865566,1452595,1649764,1713531,1355323,1158926,1091145,1462631,1322127,1857432,1664586,2362320,1524854,1695775,1434994,2048116,1192894,1538287,1533810,1791812,2104935,1086204,,,,,,,,,,,,,,,,,,,,
JAZZ,,,,,,,,,,,,,,,,,,,,691600,480500,453900,4114400,1962400,1957800,1845700,1048800,851300,1205500,532200,672100,687300,587100,543200,724200,690400,2040700,989300,735400,733900,567200,518500,744200,745100,695100,550500,582200,479200,448600,527700,608100,421000,419800,1026400,503800,587600,559500,531500,380000,389200,430300,729800,352900,809000,667400,392100,365700,328900,626400,449700,592800,754500,512700,515700,562000,757900,553000,491700,633700,535500,719700,475300,711100,681400,968900,1623700,1098600,2304600,759800,532700,1197000,697600,568900,497300,417600,508500,575600,1014700,568300,286200,398000,711600,536300,,,,,,,,,,,,,,,,,,
UTHR,,,,,,,,,,,,,,,,,,,214700,263500,147000,158500,169900,192300,201400,279300,254700,159600,242500,434700,231800,320600,460900,263400,467100,401500,339900,305000,184100,280600,558200,502200,332500,505200,287800,282300,319600,275600,338300,486400,501100,746200,220400,279400,187400,370800,244000,307900,357400,655800,1699500,440100,579200,1019800,991500,586100,324200,413600,368600,255500,403200,303600,229300,346600,194000,233000,171400,263100,193700,196300,272900,326300,349200,425900,307800,170600,304500,295400,370200,382900,266300,241200,333300,305000,307000,277700,267700,545000,613400,364800,189000,,,,,,,,,,,,,,,,,,,,
SUPN,,,,,,,,,,,,,,,,,,,494300,596700,326100,502100,319600,386100,361500,637400,385200,261300,327700,339300,452900,267600,470400,601200,566900,696700,1701800,1068100,1148000,774000,1148900,998200,626200,532800,316300,344300,344400,282700,219600,386100,410500,654400,724300,512300,573700,449100,425800,373600,549400,669200,617100,2557600,957900,594800,633300,374500,388500,1521300,614900,409400,337600,426800,362500,285800,264000,649100,507200,744100,318900,273700,475500,445100,490300,406400,805900,431400,479000,312600,436600,492700,394700,324600,317600,373200,517800,299000,304700,714400,233300,267900,255500,,,,,,,,,,,,,,,,,,,,
ADCT,,,,,,,,,,,,,,,,,,205800,304000,116800,149600,200300,218000,231300,321900,284800,414800,118000,330000,148000,132200,150000,177000,2697400,686500,598600,580300,412500,384900,759700,537900,264100,422600,367600,212800,382400,362100,200600,176900,158500,181600,190600,453200,261300,129500,223300,200500,421500,229400,226000,1830000,836600,682800,233200,151000,306000,367500,518900,283300,420600,277100,229000,382400,281700,291900,317800,272500,417100,350000,188100,262900,215900,233800,207400,286300,210900,369700,305000,365200,404000,386000,327400,340900,268400,275800,279200,477500,189600,224400,828800,324500,,,,,,,,,,,,,,,,,,,,
HRTX,,,,,,,,,,,,,,,,,,,868500,672200,1093400,1656500,2699900,1466800,1721800,1539900,1586400,913600,879600,692500,1053900,888200,908800,1183100,899300,1198000,931300,796000,808800,910300,749000,1004400,1000700,1012400,1496900,778800,1091500,819800,678500,2772800,1005800,932800,786300,1417300,699800,653700,737800,2523400,1670600,1857000,11795600,8387400,2285900,2460200,1396400,1209000,1030100,1344500,4245200,4500300,3384900,2151800,1380700,1998200,943200,1204400,1498900,968600,1895600,959800,728600,1078100,1049300,1535600,2314100,1857600,935300,1962600,2195300,1049600,1724300,888400,919700,1057700,1806600,979000,1282300,1843700,710400,772300,,,,,,,,,,,,,,,,,,,,,
APLS,,,,,,,,,,,,,,,,,,616100,481200,492000,680700,1738600,1160700,831500,672900,774500,667200,573800,708600,540300,571400,340500,823100,382000,534300,746500,725100,891100,703800,414700,808600,407700,511900,614500,1046400,660200,570100,372700,394900,906500,1130900,680300,557000,593900,643100,1086400,569900,719300,409700,479700,1205500,6234500,1384200,1176300,870100,1116900,438100,652800,576200,929300,554700,654200,467300,400000,516500,811400,736100,500700,512800,467900,670200,816700,675400,792700,1295700,362700,580600,752300,750400,1080900,541300,524800,1016300,1280500,1144900,1067700,815700,1640500,1213200,966900,,,,,,,,,,,,,,,,,,,,,
XNCR,,,,,,,,,,,,,,,,,,,,278300,242100,297000,146100,165200,236800,185800,138600,221200,217900,220700,294900,239300,212200,171300,143600,165400,277000,144500,161500,147800,170000,149300,218000,322500,176200,162300,295900,139600,233700,194200,174400,179300,260200,129700,203300,144300,200900,139700,162800,221000,178100,218100,183900,298300,279200,253500,151500,246700,128200,148600,217000,353300,291500,278500,240700,169100,413800,232700,187600,229800,361000,858700,255200,253000,346500,308500,205200,199100,227700,193500,192700,168400,344000,221700,185600,151700,202000,297200,142500,169800,133500,,,,,,,,,,,,,,,,,,,,
VIR,,,,,,,,,,,,,,,,,,,,550200,556000,663400,850800,612600,566200,638100,866500,504800,746000,621300,841400,741200,462500,704000,1064600,842300,642500,917700,618200,564500,455200,371400,414500,554200,643500,473600,1066500,526200,693300,599000,618000,416200,556100,473700,656700,562100,485900,338200,474200,423400,451100,3214300,913500,574300,1227200,952600,555700,826600,605200,429900,405500,357400,637700,581000,515900,772000,1770600,982300,1093000,638400,706300,1886000,578000,494200,405300,923400,758600,430400,916600,962800,513700,477100,957600,717300,506800,509100,769800,882900,754300,483900,458200,,,,,,,,,,,,,,,,,,,,
LNTH,,,,,,,,,,,,,,,,,,,408100,2192100,634900,578700,340100,254600,398600,354600,343200,331500,516700,490900,663500,393200,383100,577100,377800,531400,559300,543900,474300,548400,415900,442300,894500,936600,492200,985600,3283000,1577100,822500,719900,1110400,407800,339300,321300,473400,582900,1179800,567000,669100,1127400,5483600,1364800,928800,826900,1228900,358400,660500,466600,615200,540000,484900,332600,329700,385100,367900,643000,596700,396400,495600,488600,2934000,620600,726200,587800,729100,718900,660200,428900,513900,483500,618600,402400,530600,577200,343500,451700,428900,443500,435400,592200,,,,,,,,,,,,,,,,,,,,,
BBIO,,,,,,,,,,,,,,,,,,,,,403200,645300,786100,347100,1544500,546900,998100,1362800,814500,510900,685300,397500,376300,426100,651400,370500,369200,411700,326300,684200,600200,593300,955100,1678900,729200,928500,761200,867400,923000,708600,729300,1180300,687100,592300,929800,622900,490600,492500,1029700,444000,910900,865900,557700,525800,1844800,896800,703200,1088300,556000,1106000,826500,1676400,2229600,2194100,1476500,1296600,1099900,669000,2769100,864700,879300,447900,531700,492000,451500,1024600,494300,627200,370900,357400,1223300,1938600,1205800,710700,933100,343900,816300,276700,883100,968100,753400,459400,1238100,,,,,,,,,,,,,,,,,,
ALKS,,,,,,,,,,,,,,,,,,,,,673800,563000,834900,1240400,1249800,1154500,666000,1668600,1184200,1318700,1468900,1305800,1174500,1574100,1261700,2653700,2470300,1680300,1059100,1585200,1435300,1799200,1548500,1867100,3003300,3055300,1643000,1946000,1081800,1645800,852300,1544100,981900,2185000,6752100,4597700,3425100,1861100,1333700,1252400,2657500,1563100,1300100,956800,2903300,2175300,1194800,2387100,1554400,2587500,995700,1495200,1259200,2547200,904300,1136500,1855800,2010500,19887600,2214800,1450800,1600300,1498900,1216900,1265100,1134700,1720400,1745500,2198400,1124400,1836800,2089200,1591800,1446700,1486200,840900,849200,653300,1168300,1139200,1621300,1161600,1424600,,,,,,,,,,,,,,,,,,
SCYX,,,,,,,,,,,,,,,,,,,,312500,238000,205300,162100,180400,394400,320300,115300,164000,300300,228300,208000,272400,322400,97600,343600,304900,398200,349600,826700,268600,296600,513500,370800,188700,268600,318200,171500,184500,210900,399700,389500,324500,386700,625900,1345900,817200,1141700,897700,1475300,3088200,7501400,2884800,1067000,1224100,925700,720600,625900,496200,465900,748100,355900,440800,371400,430800,413900,394600,469500,358200,354400,415200,570900,245000,494000,563600,253200,409100,265700,246600,202900,295800,323000,324000,219200,192400,196900,125300,141300,232700,167700,216800,270700,208400,,,,,,,,,,,,,,,,,,,
CMRX,,,,,,,,,,,,,,,,,,419700,445900,407900,335800,309500,718200,489800,399700,319500,350700,353100,443500,309600,314500,499600,574400,322900,189800,469800,362900,293400,433600,256300,568400,474200,377900,441700,476700,411600,626500,495900,688500,678500,1032000,1025200,2293400,1222500,903600,1554100,468500,846600,408600,787400,3206600,1499000,1212900,737500,680300,493500,895000,502100,543100,316500,723800,504400,564700,352900,448000,3270000,414900,720300,1783100,943400,386300,671200,473300,558900,410300,342300,460600,989800,430200,267200,489800,1486800,1175100,708100,331100,284700,344100,307500,442200,399400,568000,,,,,,,,,,,,,,,,,,,,
ETON,,,,,,,,,,,,,,,,,,,,259600,112300,93900,82900,146900,128800,169600,183400,276400,236900,223400,236600,238400,263700,264800,171400,297500,222700,99600,449400,444800,204100,298800,187000,298800,195700,921000,627100,721600,630200,2693700,1470700,728400,846700,498700,673000,385200,337800,3507400,479600,705300,7710700,1735100,583600,782700,466600,634500,410300,422100,2511800,630300,237100,219000,312300,467700,675100,267700,161300,196200,250800,216200,382700,167900,112400,183300,157200,96000,99500,78700,215500,125000,69800,285100,234700,932300,667400,774300,1358300,2898200,2987700,1167200,582400,478100,335800,,,,,,,,,,,,,,,,,,
BPMC,,,,,,,,,,,,,,,,,,,,302800,565700,463400,259100,274800,310900,257200,265900,254800,270400,197900,332000,192400,361100,251300,345700,453100,352700,254600,322400,272700,330900,237800,252600,432900,229100,238900,197000,426000,555400,336200,719200,273100,421200,1863400,557900,543600,1651800,650900,550200,329300,1924900,1391700,1169700,1403900,1187600,290700,656100,1719200,816300,725700,344800,668300,743500,446300,511500,337500,190500,267800,295200,312500,286400,377000,748600,1079100,490700,320200,422400,498500,443500,460600,515800,394300,768500,407700,361600,353800,751600,544100,377400,232600,266500,283200,,,,,,,,,,,,,,,,,,,
LGND,,,,,,,,,,,,,,,,,,,,200215,498052,274434,328294,238206,241572,262732,221695,239649,210474,206947,275716,240129,218008,201337,144430,209512,332142,351859,197169,218008,404277,213039,227947,293349,259686,185627,240931,179857,350416,242053,186910,239488,528349,298318,197329,201177,266739,1271339,299921,226344,162063,154209,169117,204062,158376,173284,109004,114775,203741,237725,240610,264655,268823,213520,116698,98264,134652,133370,215443,282769,326050,235160,218168,196528,197329,215924,217367,166391,150522,162384,203902,166552,277479,276518,222016,281807,987127,562653,294151,137377,170399,177933,,,,,,,,,,,,,,,,,,,
JAZZ,,,,,,,,,,,,,,,,,,,,681400,968900,1623700,1098600,2304600,759800,532700,1197000,697600,568900,497300,417600,508500,575600,1014700,568300,286200,398000,711600,536300,572500,461800,402500,289700,637900,581700,850400,989100,1107800,773100,975000,590800,902400,1734600,766300,514700,527200,433900,523500,354300,331500,405800,608600,345200,598500,809500,464200,444000,346600,499300,437800,474200,419100,784800,988300,531900,420400,327000,341400,319100,264000,449800,612400,706500,660900,2486600,1400600,794000,699900,1139800,899600,836000,842300,659400,653700,701700,722900,734000,722500,613400,459800,718800,668900,,,,,,,,,,,,,,,,,,,
HALO,,,,,,,,,,,,,,,,,,,,,1588800,1176300,941200,1182100,561200,636700,627300,532400,901000,561800,748100,715000,1005100,1553200,1332400,667300,1296200,903500,869200,1054700,826100,857500,886600,865500,850000,2827800,1025300,1047900,774000,1583500,1307700,590800,531800,417300,715200,449800,547800,597400,570200,363500,355900,304900,677000,915200,1049900,830500,1071600,828000,583200,688300,418600,792400,932300,674300,682200,660800,530000,544300,783900,812500,809900,1944900,739700,924700,482300,299400,589100,573000,998200,669400,904000,667200,561400,740200,1097500,648300,989500,698000,630200,535900,975400,486500,776200,,,,,,,,,,,,,,,,,,
LGND,,,,,,,,,,,,,,,,,,,206947,275716,240129,218008,201337,144430,209512,332142,351859,197169,218008,404277,213039,227947,293349,259686,185627,240931,179857,350416,242053,186910,239488,528349,298318,197329,201177,266739,1271339,299921,226344,162063,154209,169117,204062,158376,173284,109004,114775,203741,237725,240610,264655,268823,213520,116698,98264,134652,133370,215443,282769,326050,235160,218168,196528,197329,215924,217367,166391,150522,162384,203902,166552,277479,276518,222016,281807,987127,562653,294151,137377,170399,177933,339676,1352291,646811,467916,5844057,510235,302005,242534,163987,238847,,,,,,,,,,,,,,,,,,,,
IPSEY,,,,,,,,,,,,,,,,,,,,,500,0,100,100,5800,600,0,0,0,0,0,0,400,400,0,0,0,500,100,0,400,900,900,600,0,600,5100,11800,2800,13200,1500,0,700,400,700,300,200,500,200,1200,1300,6800,10600,12800,0,0,7500,0,900,400,0,300,0,2600,300,1300,800,400,1300,400,2300,0,0,0,0,3200,1600,300,0,2100,400,600,2600,600,0,500,600,800,900,1000,400,500,1200,,,,,,,,,,,,,,,,,,
SLGL,,,,,,,,,,,,,,,,,,,,,21900,9500,9400,10400,11700,8400,13200,21200,66900,40200,11700,8900,61700,39300,12900,18900,68500,21100,24800,119200,67500,125800,27800,69800,31000,46000,51200,12300,17600,14800,26600,27800,7200,20200,15600,10600,23600,29300,11500,15700,440200,87600,57800,25800,15400,18600,46300,24900,32400,30200,21800,16300,13400,10700,17900,10200,12100,4100,4000,14600,5400,15600,7400,29100,2500,18200,22300,34600,9400,9500,18900,18700,11200,4100,11500,5300,5000,21400,13800,9800,15100,4800,16400,,,,,,,,,,,,,,,,,,
JAZZ,,,,,,,,,,,,,,,,,,,773100,975000,590800,902400,1734600,766300,514700,527200,433900,523500,354300,331500,405800,608600,345200,598500,809500,464200,444000,346600,499300,437800,474200,419100,784800,988300,531900,420400,327000,341400,319100,264000,449800,612400,706500,660900,2486600,1400600,794000,699900,1139800,899600,836000,842300,659400,653700,701700,722900,734000,722500,613400,459800,718800,668900,562300,817500,696200,759500,853800,663500,542500,656200,746300,464700,878300,870000,1062500,1214400,933200,703600,383800,1255900,860700,397700,557100,527200,499100,498600,685300,1155300,1219700,714800,442100,,,,,,,,,,,,,,,,,,,,
